Dewey,Title,Subject,CheckoutDate,CheckoutCount,DaysCheckedOut,Topic,Contribution,TopicTerms,,,,,,,,
929,Our grandfathers family lines Findley Breckenridge Pickens Hannah Stewart Orr Hussey and others,Finley family,39412,1,42,15,0.364,family descendants families genealogy john allied massachusetts william related ancestors,,,,,,,,
769,Complete guide to baseball memorabilia,Baseball Collectibles United States,39412,2,1,16,0.333,great book medicine british birds catalogue lake medical wood exhibitions,,,,,,,,
551,1001 questions answered about natural land disasters,Earthquakes,39413,3,1,22,0.2,report south europe equipment st study mental cultural planning supplies,,,,,,,,
695,Manual of low slope roof systems,Roofing,39414,2,19,23,0.4,history england britain union costume ireland fashion london germany soviet,,,,,,,,
533,Havilland aircraft since 1915,De Havilland aircraft,39414,1,13,37,0.667,history industry military food aircraft technology money events man franklin,,,,,,,,
533,Flying saucers and the straight line mystery,Unidentified flying objects,39414,1,55,1,0.333,science record genealogical statistics airplanes christian reading text chronology commercial,,,,,,,,
891,archaism of Irish tradition,Comparative linguistics,39414,6,23,28,0.5,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
973,Albany Congress and plan of union of 1754,Albany Congress 1754,39414,1,47,23,0.25,history england britain union costume ireland fashion london germany soviet,,,,,,,,
737,Roman silver coins,Coins Roman,39414,1,23,35,0.667,design bible gold water railroad coins ages roads car model,,,,,,,,
341,Conference of Berlin the Potsdam Conference 1945,Potsdam Conference 1945,39414,8,14,28,0.4,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
973,Columbia guide to Asian American history,Asian Americans History,39414,9,16,34,0.333,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
793,In performance a companion to the classics of the dance,Modern dance History,39415,15,17,30,0.333,mass air human town de practice power anatomy cars spanish,,,,,,,,
305,Worldmark encyclopedia of cultures and daily life,Ethnology Encyclopedias Juvenile,39416,8,5,20,0.333,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
391,Costumes for the dance,Costume design,39417,2,6,35,0.333,design bible gold water railroad coins ages roads car model,,,,,,,,
793,Design for the ballet,Theaters Stage setting and scenery,39417,3,6,2,0.4,business reference modern church construction management small industrial practical boats,,,,,,,,
770,DeMeyer,De Meyer Adolf Baron 1868 1949,39419,3,12,37,0.5,history industry military food aircraft technology money events man franklin,,,,,,,,
150,Psychology basics,Psychology Encyclopedias,39420,10,33,34,0.5,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
388,street railway era in Seattle a chronicle of six decades,Street railroads Washington State Seattle History,39421,8,6,8,0.3,history seattle wash people sources building natural heritage historic community,,,,,,,,
338,instant image Edwin Land and the Polaroid experience,Land Edwin Herbert 1909,39421,2,6,11,0.429,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
370,Essential academic learning requirements reading writing communication mathematics technical manual,Education Curricula Washington State,39421,2,6,34,0.167,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
370,Essential academic learning requirements science social studies arts health and fitness technical manual,Education Curricula Washington State,39421,2,6,28,0.357,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
636,Dairying poultry and stock raising in the state of Washington,Poultry Washington State,39422,3,21,31,0.571,washington state sound puget region resources mines plan high king,,,,,,,,
331,Organized labor in American history,Trade unions United States History,39422,1,21,27,0.286,history early making wine kentucky white italy study americas physics,,,,,,,,
132,anatomy of melancholy now for the first time with the Latin completely given in translation and embodied in an all English text,Melancholy,39423,6,6,36,0.222,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
617,ADEA official guide to dental schools,Dental schools Canada Entrance requirements Periodicals,39424,110,30,28,0.556,exhibitions education island health colonial museum work east ohio schools,,,,,,,,
741,Hans Hofmann drawings 1930 1944,Hofmann Hans 1880 1966 Exhibitions,39425,1,9,29,0.25,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
745,Mystic circle,Mandala,39425,3,3,29,0.5,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
755,Mandala symbolism,Psychoanalysis,39425,16,3,31,0.5,washington state sound puget region resources mines plan high king,,,,,,,,
659,public relations writers handbook,Publicity,39428,6,7,21,0.667,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
748,Identifying antique paperweights lampwork,Paperweights,39428,4,1,3,0.667,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
748,art of the paperweight,Paperweights,39428,1,1,3,1,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
748,Identifying antique paperweights millefiori,Millefiori canes Paperweights,39428,6,1,11,0.6,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
581,Narcotic plants,Psychotropic plants,39430,3,5,13,0.5,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
612,expression of the emotions in man and animals,Emotions,39432,3,9,37,0.75,history industry military food aircraft technology money events man franklin,,,,,,,,
282,modern Catholic encyclopedia,Catholic Church Dictionaries,39433,1,22,2,0.5,business reference modern church construction management small industrial practical boats,,,,,,,,
730,Baertling creator of open form,Baertling Olle 1911,39433,1,2,23,0.25,history england britain union costume ireland fashion london germany soviet,,,,,,,,
353,Book of the States,State governments Periodicals,39433,1,4,31,0.25,washington state sound puget region resources mines plan high king,,,,,,,,
941,social history of ancient Ireland treating of the government military system and law religion learning and art trades industries and commerce manners customs and domestic life of the ancient Irish people,Ireland Civilization,39433,21,40,26,0.136,study china chinese civilization ancient glass worlds engines foreign writing,,,,,,,,
917,Above Los Angeles a collection of nostalgic and contemporary aerial photographs of greater Los Angeles,Los Angeles Calif Aerial photographs,39433,6,43,18,0.286,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
614,compendium of state medico legal investigative systems,Coroners,39434,2,1,31,0.167,washington state sound puget region resources mines plan high king,,,,,,,,
291,Dictionary of gods and goddesses devils and demons,Mythology Dictionaries,39435,2,40,36,0.333,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
352,Surveys subdivision and platting and boundaries Washington State laws and judicial decisions,Boundaries Estates Washington State,39435,3,12,31,0.364,washington state sound puget region resources mines plan high king,,,,,,,,
647,restaurant managers handbook how to set up operate and manage a financially successful restaurant,Restaurant management,39435,1,14,22,0.222,report south europe equipment st study mental cultural planning supplies,,,,,,,,
917,Mount St Helens a changing landscape,Saint Helens Mount Wash Pictorial works,39435,2,22,3,0.556,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
654,Klystrons and microwave triodes,Disk seal tubes,39438,4,4,34,0.2,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
759,Okada Shinoda and Tsutaka three pioneers of abstract painting in 20th century Japan,Okada Kenzo 1902 Exhibitions,39438,24,271,18,0.222,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
793,Indian dances their history and growth,Dance India,39438,2,14,31,0.25,washington state sound puget region resources mines plan high king,,,,,,,,
533,Seawings the romance of the flying boats,Seaplanes History,39442,4,17,27,0.4,history early making wine kentucky white italy study americas physics,,,,,,,,
650,Dictionary of business terms,Finance Dictionaries,39442,30,29,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
741,Alphonse Mucha the complete posters and panels,Decoration and ornament Art nouveau Catalogs,39443,4,6,34,0.25,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
654,Cathode ray tube displays,Cathode ray tubes,39443,1,12,34,0.2,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
